id,state,state_abb,county,county_id,operator,name,sqft,lon,lat,type,bws_annual_mean_score,bws_annual_label,bws_state_score,bws_state_label,bws_state_category,merge_method
1092283612,New York,NY,Rockland County,87,,,262772.0,-73.97183915643684,41.05233000835496,building,0.8,Low (<10%),0.8,Low (<10%),Low,state_level_fallback
460167187,Washington,WA,Douglas County,17,Sabey Data Centers,Intergate Columbia A,262378.0,-120.18929355566496,47.40871425585381,building,1.2,Low-Medium (10-20%),1.2,Low-Medium (10-20%),Low-Medium,state_level_fallback
1227777116,Virginia,VA,Loudoun County,107,Vantage Data Centers,Vantage VA13,261859.0,-77.43985079751437,39.00310829243192,building,1.0,Low-Medium (10-20%),1.0,Low-Medium (10-20%),Low-Medium,state_level_fallback
1447049070,Ohio,OH,Franklin County,49,,,261665.0,-83.12417577793775,40.0207608591313,building,1.2,Low-Medium (10-20%),1.2,Low-Medium (10-20%),Low-Medium,state_level_fallback
592257327,Oregon,OR,Umatilla County,59,Amazon Web Services,Amazon PDX51/54,260806.0,-119.26773387516516,45.91744776004561,building,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
52059176,Oregon,OR,Washington County,67,NTT,NTT RagingWire Data Center,260339.0,-122.93739288182852,45.549583992290586,building,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
1073720210,Iowa,IA,Pottawattamie County,155,Google,Google,258223.0,-95.8032146599412,41.17745636098298,building,1.5,Low-Medium (10-20%),1.5,Low-Medium (10-20%),Low-Medium,state_level_fallback
364289073,Texas,TX,Bexar County,29,Microsoft,Microsoft,258191.0,-98.69072125219772,29.478216376231007,building,3.2,High (40-80%),3.2,High (40-80%),High,state_level_fallback
1059036248,Virginia,VA,Prince William County,153,,,257960.0,-77.53750921534285,38.745958588783616,building,1.0,Low-Medium (10-20%),1.0,Low-Medium (10-20%),Low-Medium,state_level_fallback
794147655,Virginia,VA,Loudoun County,107,CloudHQ,CloudHQ LC2,252770.0,-77.46245654474913,39.01176419603625,building,1.0,Low-Medium (10-20%),1.0,Low-Medium (10-20%),Low-Medium,state_level_fallback
1343760339,Washington,WA,Grant County,25,,Vantage WA13,252025.0,-119.81362252658953,47.25252755404145,building,1.2,Low-Medium (10-20%),1.2,Low-Medium (10-20%),Low-Medium,state_level_fallback
